id_cliente,nombre,email,segmento_demografico,tipo_contrato,fecha_alta
4394,Evita Pedro Urrutia S.C.P,leocadioroca@example.net,Startup,Premium,2023-01-26
4395,Supermercados JS S.L.L.,carminaburgos@example.com,Startup,Mensual,2021-06-11
4396,Teobaldo Villegas Montesinos S.L.N.E,ignaciamaldonado@example.net,Startup,Anual,2021-05-16
4397,Lobo & Asociados S.L.N.E,ibosch@example.net,PYME,Mensual,2021-09-07
4398,Ávila y asociados S.L.L.,cipriano66@example.org,Gran Empresa,Mensual,2022-08-27
4399,Teruel y asociados S.A.T.,porterociriaco@example.org,Gran Empresa,Premium,2023-01-12
4400,Banco Montesinos & Asociados S.L.,guardiolavinicio@example.org,Gran Empresa,Premium,2021-03-31
4401,Minería AOB S.Coop.,josefa34@example.net,Gran Empresa,Anual,2023-01-15
4402,Cisneros y asociados S.Com.,josepons@example.org,PYME,Premium,2021-05-18
4403,Alimentación DVR S.Coop.,trinidad97@example.com,Gran Empresa,Mensual,2024-03-19
4404,Compañía del Sur S.L.,anna12@example.net,Gran Empresa,Anual,2025-05-29
4405,Compañía IYL S.L.,pereiragalo@example.net,PYME,Premium,2021-02-16
4406,Inversiones Cabezas y asociados S.Com.,dinfante@example.net,Gran Empresa,Premium,2025-05-31
4407,Servicios FBRO S.A.,pereraenrique@example.org,PYME,Mensual,2025-06-24
4408,Castells & Asociados S.A.,andressolis@example.org,Startup,Anual,2024-02-28
4409,Comercializadora Quintero S.L.,asdrubal82@example.com,Gran Empresa,Premium,2022-02-21
4410,Candela Mata Gilabert S.Com.,benitomarmol@example.org,Gran Empresa,Anual,2022-05-23
4411,Lopez y Iglesias S.L.N.E,xsanjuan@example.com,PYME,Premium,2025-01-06
4412,Botella y Palacio S.A.,evelia94@example.net,Startup,Anual,2023-02-13
4413,Elvira Mariscal Márquez S.L.N.E,ameliabaro@example.org,Startup,Mensual,2024-11-29
4414,Restauración Villegas y asociados S.Com.,secopriscila@example.net,Gran Empresa,Anual,2021-04-26
4415,Despacho Ibérica S.A.,fannyolmo@example.net,Startup,Premium,2022-04-28
4416,Restauración Jordán S.L.,xfajardo@example.com,Gran Empresa,Anual,2022-11-10
4417,Despacho del Norte S.Coop.,lobosalud@example.org,Gran Empresa,Mensual,2022-07-20
4418,Hnos Llopis S.Coop.,ohervia@example.net,Gran Empresa,Premium,2022-08-19
4419,Desarrollo VXVL S.L.L.,lopepozuelo@example.org,Gran Empresa,Premium,2024-02-16
4420,Promociones ZI S.L.N.E,jose-mari14@example.net,Startup,Premium,2021-12-08
4421,Hnos Alcántara S.Com.,earribas@example.net,PYME,Premium,2025-04-26
4422,Banca Privada Inteligentes S.L.,rojasmaximiliano@example.net,PYME,Premium,2025-03-31
4423,Prado y Martin S.L.,carranzafabiana@example.net,PYME,Anual,2025-03-07
4424,Abel Tejada Plana S.Com.,mariosalazar@example.net,PYME,Premium,2023-02-14
4425,Figueras y Murcia S.Coop.,clementeruano@example.net,PYME,Anual,2021-10-01
4426,Minería Flores y asociados S.Com.,xjove@example.net,PYME,Premium,2021-07-23
4427,Fernandez & Asociados S.Com.,josefa82@example.com,PYME,Anual,2023-10-02
4428,Adelardo Garmendia Soto S.L.,josefina22@example.net,PYME,Anual,2025-03-25
4429,Aguilar y asociados S.Coop.,guardiolacamila@example.net,Startup,Mensual,2024-03-02
4430,Desarrollo Garcia S.A.,cristobalgalvan@example.net,Gran Empresa,Anual,2023-12-28
4431,Galan y Colom S.A.,gcoronado@example.net,PYME,Anual,2025-05-26
4432,Dominga Becerra Martin S.Com.,canovasfrancisco@example.org,Gran Empresa,Mensual,2023-05-21
4433,Hnos Alsina S.L.,barriodani@example.org,Startup,Anual,2021-06-19
4434,Amando Bonet Alcázar S.A.,valvarado@example.net,Gran Empresa,Premium,2025-01-07
4435,Construcción Castelló & Asociados S.Coop.,fabricioleal@example.org,Startup,Premium,2022-01-29
4436,Roma y Álvarez S.Com.,baudeliocozar@example.net,PYME,Mensual,2025-03-06
4437,Salamanca & Asociados S.Coop.,garnaiz@example.com,Gran Empresa,Mensual,2024-10-16
4438,Hnos Cuenca S.L.U.,reynaldovidal@example.org,PYME,Premium,2021-09-16
4439,Sevillano y asociados S.L.,filomena43@example.com,Startup,Anual,2021-01-30
4440,Maxi Castro Laguna S.Com.,chema50@example.org,Gran Empresa,Mensual,2023-07-13
4441,Consultoría del Levante S.L.,sanabriaamador@example.com,PYME,Anual,2022-05-26
4442,Distribuciones Polo S.L.,maura13@example.net,PYME,Anual,2022-07-30
4443,Infraestructuras Mayol y asociados S.Com.,nilda73@example.net,Startup,Mensual,2024-07-04
4444,Compañía JVIP S.L.N.E,loidabelmonte@example.net,PYME,Anual,2023-03-10
4445,Eutropio Cuenca Solsona S.A.,loretomuniz@example.net,Startup,Premium,2021-03-26
4446,Banco Españolas S.Coop.,ogodoy@example.org,PYME,Mensual,2024-11-06
4447,Grupo Frías S.C.P,nbejarano@example.org,PYME,Mensual,2025-03-25
4448,Consuela Becerra Plana S.A.T.,florentino47@example.net,Gran Empresa,Premium,2024-01-22
4449,Exposito y Frías S.Coop.,timoteo04@example.org,Gran Empresa,Anual,2024-09-24
4450,Inversiones Reyes S.A.,rodrigoespiridion@example.org,Gran Empresa,Mensual,2024-12-14
4451,Alimentación del Noroeste S.Com.,ecasals@example.com,PYME,Mensual,2022-12-04
4452,Losa & Asociados S.A.,azaharvinas@example.net,Startup,Anual,2025-07-08
4453,Menéndez y Nuñez S.L.N.E,ffrancisco@example.org,PYME,Anual,2022-11-17
4454,Franch y Becerra S.L.,cecilia56@example.org,Startup,Mensual,2025-03-04
4455,Inmobiliaria Españolas S.L.N.E,lucianaroldan@example.org,Startup,Anual,2022-10-09
4456,Familia Rey S.L.,zvillaverde@example.net,Gran Empresa,Mensual,2021-10-18
4457,Suministros Barral S.L.U.,mariscalximena@example.com,Startup,Mensual,2022-04-22
4458,Coronado y asociados S.Com.,tsanchez@example.net,PYME,Anual,2025-01-25
4459,Hnos Arrieta S.L.U.,jordanchaparro@example.com,Startup,Premium,2023-09-25
4460,Sarabia y Gallo S.Coop.,carlosarmengol@example.net,PYME,Mensual,2021-03-05
4461,Édgar Duran Melero S.A.D,alejandra51@example.com,PYME,Anual,2022-01-30
4462,Hnos Mir S.A.,hidalgoofelia@example.org,Startup,Mensual,2021-07-09
4463,Construcción Integrales S.L.L.,ccaro@example.net,PYME,Mensual,2022-05-07
4464,Salud Cornejo Marti S.L.N.E,eliseo38@example.org,Gran Empresa,Anual,2024-10-18
4465,Farmaceútica ADZY S.Com.,amaro24@example.net,Startup,Mensual,2022-10-09
4466,Distribuciones Castellana S.L.N.E,xbayo@example.com,PYME,Mensual,2021-03-21
4467,Farmaceútica Salamanca & Asociados S.Com.,velascomarcio@example.com,Gran Empresa,Mensual,2023-08-30
4468,Minería QG S.L.L.,rosariomontserrat@example.com,Startup,Mensual,2022-06-28
4469,Banco KO S.L.N.E,ascensionlosada@example.org,PYME,Premium,2024-10-22
4470,Coral Araujo Mariño S.Com.,kbauza@example.net,Startup,Anual,2023-01-05
4471,Familia Soriano S.Coop.,cazorlaerasmo@example.net,PYME,Mensual,2021-06-03
4472,Grupo Pont S.Coop.,jamores@example.com,Gran Empresa,Premium,2021-04-23
4473,Familia Bonet S.A.,ebarcena@example.com,Gran Empresa,Premium,2021-04-28
4474,Bustos y asociados S.A.,oscar42@example.net,PYME,Mensual,2024-10-08
4475,Suministros Pozo & Asociados S.A.,teofila80@example.org,Startup,Premium,2025-05-04
4476,Construcción LJM S.Com.,hugobatlle@example.org,Startup,Mensual,2021-11-04
4477,Suministros NQQE S.Coop.,baragones@example.com,Startup,Mensual,2022-05-12
4478,Restauración Nogués & Asociados S.Coop.,artigasrosalva@example.org,Gran Empresa,Premium,2021-11-06
4479,Industrias Mancebo S.L.L.,encarnacion40@example.net,Gran Empresa,Mensual,2023-03-07
4480,Fábrica Cabo S.Coop.,alejandroiglesias@example.net,Gran Empresa,Premium,2021-01-08
4481,Grupo Aller S.Coop.,lucilavalera@example.org,PYME,Mensual,2021-04-01
4482,Cazorla y asociados S.L.N.E,icerro@example.net,PYME,Premium,2021-11-11
4483,Gracia y Agustí S.Com.,maximino28@example.net,PYME,Premium,2021-04-02
4484,Finanzas Melero & Asociados S.L.,jose-mari05@example.net,PYME,Anual,2024-01-09
4485,Inversiones Santamaría S.L.,gzamorano@example.com,Gran Empresa,Anual,2021-07-09
4486,Servicios TF S.A.,saeznoelia@example.net,PYME,Anual,2024-07-03
4487,Inversiones Pazos S.A.,olmopurificacion@example.org,PYME,Mensual,2025-01-04
4488,Soluciones Prats & Asociados S.Com.,maria-dolorespozo@example.com,PYME,Mensual,2021-10-14
4489,Farmaceútica Marí S.C.P,mateo27@example.com,Startup,Anual,2021-01-20
4490,Aguilar & Asociados S.A.,macarenavendrell@example.com,Startup,Mensual,2022-03-09
4491,Vidal y Ayala S.L.,goniisidro@example.net,PYME,Anual,2025-03-18
4492,Rivero & Asociados S.A.,ufiguerola@example.org,PYME,Premium,2025-05-25
4493,Arrieta & Asociados S.Coop.,vgamez@example.net,PYME,Mensual,2023-09-13
4494,Dueñas & Asociados S.Coop.,enrique43@example.com,PYME,Mensual,2024-06-21
4495,Supermercados Iberia S.Com.,jaenjose-antonio@example.org,Startup,Anual,2023-02-09
4496,Hnos Leon S.Coop.,solanazoraida@example.net,Startup,Mensual,2021-10-17
4497,Suministros Campoy S.A.U,etejedor@example.com,Startup,Anual,2024-05-30
4498,Distribuciones ASMS S.L.N.E,valerabruno@example.org,Startup,Mensual,2024-01-06
4499,Barón y Oller S.Coop.,pgilabert@example.com,PYME,Anual,2023-10-11
4500,Rodolfo Valbuena Calzada S.A.,campoyleticia@example.org,Startup,Premium,2021-01-20
4501,Hotel RLDD S.L.,nacioartigas@example.net,Startup,Premium,2022-05-15
4502,Aroa Martí Agullo S.L.,ascension71@example.com,Gran Empresa,Mensual,2021-11-11
4503,Villaverde y asociados S.L.,eugenia98@example.org,Startup,Mensual,2024-08-22
4504,Fábrica Castellana S.Coop.,vsalazar@example.net,Startup,Anual,2023-01-13
4505,Hotel Lerma y asociados S.C.P,sevillaconrado@example.net,PYME,Anual,2021-01-31
4506,Inmobiliaria TO S.A.,earenas@example.net,Startup,Mensual,2025-03-16
4507,Hilda Vazquez Sevillano S.L.,claudioferrandiz@example.com,Startup,Mensual,2023-11-14
4508,Manufacturas Internacionales S.Coop.,pereajordana@example.org,Startup,Premium,2022-11-12
4509,Servicios Álvaro S.L.,nazarioruiz@example.org,Gran Empresa,Premium,2021-01-02
4510,Somoza y asociados S.L.N.E,rolivares@example.com,Startup,Premium,2023-08-15
4511,Despacho del Sur S.Com.,damian27@example.com,Startup,Premium,2021-09-14
4512,Pont & Asociados S.A.,marcela98@example.net,Gran Empresa,Mensual,2022-01-02
4513,Pascual Manuel Frutos S.A.,maria-cristina31@example.net,Startup,Anual,2022-08-04
4514,Carmona y asociados S.L.,cocaclimaco@example.org,Startup,Premium,2023-09-09
4515,Hnos Valenzuela S.L.,kmontalban@example.net,Startup,Anual,2021-08-10
4516,Faustino Tejero Pablo S.A.,mariano98@example.org,PYME,Premium,2023-04-02
4517,Heras y Daza S.A.D,pastora45@example.net,PYME,Mensual,2022-08-21
4518,Comercializadora UA S.Com.,vlloret@example.org,Startup,Premium,2021-08-15
4519,Inversiones del Norte S.L.,apoloniachamorro@example.org,PYME,Anual,2022-03-01
4520,Losa y asociados S.A.,duenasnilda@example.com,Startup,Anual,2023-07-18
4521,Fábrica Aguilar & Asociados S.Com.,baezadani@example.org,Startup,Premium,2025-05-09
4522,Desarrollo Avanzadas S.L.,hgoicoechea@example.net,PYME,Mensual,2024-06-01
4523,Cañete y asociados S.A.U,ivanbru@example.com,Startup,Anual,2025-04-24
4524,Pilar Pedraza Llorente S.A.,zmosquera@example.net,Startup,Anual,2021-06-23
4525,Posada y asociados S.A.,arielcerro@example.com,Gran Empresa,Premium,2021-04-11
4526,Despacho Lumbreras & Asociados S.L.L.,saludroig@example.net,PYME,Mensual,2022-11-08
4527,Compañía Avanzadas S.C.P,dcadenas@example.com,Startup,Mensual,2022-06-05
4528,Supermercados del Levante S.A.T.,faustino34@example.com,PYME,Premium,2025-03-26
4529,Grupo Vargas S.A.,danielalba@example.com,Gran Empresa,Premium,2024-11-27
4530,Comercializadora del Levante S.Com.,valencianopriscila@example.net,PYME,Anual,2025-02-05
4531,Hnos Estévez S.Com.,bastidanazario@example.org,Gran Empresa,Premium,2024-11-07
4532,Supermercados del Noroeste S.L.,norberto29@example.net,Startup,Premium,2021-10-20
4533,López y Oliver S.L.,agapito78@example.com,PYME,Anual,2024-01-15
4534,Banca Privada Adadia S.Com.,judith38@example.net,Gran Empresa,Mensual,2023-05-31
4535,Banco Luque & Asociados S.Com.,troura@example.net,PYME,Anual,2022-12-15
4536,Finanzas Plana y asociados S.A.D,ortegateo@example.net,Gran Empresa,Premium,2021-09-17
4537,Finanzas Castellana S.Com.,tere41@example.net,Startup,Premium,2021-08-19
4538,Logística Caparrós S.Coop.,privero@example.net,PYME,Mensual,2023-02-13
4539,Manufacturas GV S.Coop.,manuelitapinedo@example.org,Gran Empresa,Premium,2021-02-19
4540,Vicens y Valle S.L.,cerdaluis-miguel@example.org,PYME,Anual,2022-02-20
4541,Banca Privada QL S.Com.,zgonzalez@example.net,PYME,Anual,2023-12-23
4542,Andrade & Asociados S.L.N.E,cirosolis@example.org,Gran Empresa,Anual,2025-04-17
4543,Hermanos Agullo S.A.,bertranbibiana@example.com,PYME,Anual,2023-02-11
4544,Gaya y Navas S.L.,fustermohamed@example.com,PYME,Mensual,2023-09-25
4545,Consultoría del Noroeste S.L.N.E,wcapdevila@example.net,PYME,Mensual,2024-02-22
4546,Finanzas Cabañas S.Coop.,mlluch@example.net,PYME,Premium,2023-08-17
4547,Grupo Paniagua S.A.,pferrandiz@example.net,PYME,Premium,2023-09-29
4548,Echevarría y Merino S.A.,terronleopoldo@example.org,Gran Empresa,Mensual,2022-01-25
4549,Concha Romeu Ponce S.Coop.,rubennevado@example.net,PYME,Anual,2023-01-02
4550,Soluciones Tudela & Asociados S.A.U,dferrandiz@example.net,PYME,Premium,2025-05-01
4551,Construcción TFW S.L.N.E,victorvillegas@example.net,Gran Empresa,Mensual,2023-07-24
4552,Construcción Martinez & Asociados S.A.,pedrazamaria-belen@example.net,PYME,Premium,2024-03-06
4553,Salvà y Lamas S.A.T.,carrilloguiomar@example.net,Gran Empresa,Premium,2023-05-31
4554,Galan y Pinto S.L.,vianabonifacio@example.org,Startup,Premium,2023-04-20
4555,Instalaciones Globales S.A.T.,tono66@example.com,Gran Empresa,Premium,2021-09-28
4556,Carlos & Asociados S.L.L.,xreal@example.net,Gran Empresa,Anual,2021-05-10
4557,Hnos Moraleda S.Coop.,visitacioniglesias@example.org,PYME,Anual,2024-04-17
4558,Sanjuan y Gibert S.Coop.,marciallumbreras@example.org,Gran Empresa,Anual,2022-06-05
4559,Juliana Solana Abella S.L.,florentinomuro@example.com,Gran Empresa,Premium,2022-06-20
4560,Industrias del Levante S.L.L.,ricoisaura@example.org,Gran Empresa,Premium,2024-02-26
4561,Instalaciones Española S.A.,solerahugo@example.net,Startup,Premium,2023-05-15
4562,Transportes Saavedra y asociados S.Com.,miroamor@example.org,PYME,Premium,2021-06-13
4563,Distribuciones Menéndez y asociados S.L.N.E,carmonaalma@example.com,Gran Empresa,Anual,2025-07-31
4564,Logística Inteligentes S.L.,renato32@example.org,Startup,Premium,2021-09-05
4565,Banca Privada Barranco S.Com.,eusebio46@example.org,Startup,Premium,2022-07-29
4566,Concepción Pagès Márquez S.A.,villalbamelchor@example.com,Startup,Anual,2023-06-09
4567,Contreras y Benítez S.A.,nballester@example.org,Gran Empresa,Premium,2025-03-08
4568,Carvajal y Losada S.A.,amadafrutos@example.com,Gran Empresa,Mensual,2021-06-04
4569,Hnos Teruel S.Coop.,maria-jesus22@example.org,Gran Empresa,Anual,2022-03-08
4570,Finanzas Salinas S.Coop.,ocanahector@example.net,Startup,Mensual,2022-12-28
4571,Compañía Avanzadas S.C.P,wcontreras@example.org,Gran Empresa,Anual,2023-12-31
4572,Bejarano y Milla S.Com.,vinicio24@example.com,Startup,Anual,2022-02-01
4573,Lina Pintor Manso S.Com.,narino@example.org,Gran Empresa,Mensual,2024-12-18
4574,Vergara y Molina S.A.U,ofelia01@example.org,Gran Empresa,Premium,2024-02-17
4575,Familia Andreu S.A.D,pomaresvirgilio@example.com,Gran Empresa,Mensual,2022-06-24
4576,José Luis Ferrero Matas S.A.,uriartepepito@example.com,Startup,Premium,2022-04-16
4577,Grupo Ureña S.Com.,gmorales@example.net,PYME,Anual,2024-04-29
4578,Gibert & Asociados S.L.L.,caceresmartirio@example.net,Startup,Anual,2022-10-26
4579,Inmobiliaria Báez S.L.N.E,bermudezisabel@example.net,Gran Empresa,Mensual,2023-06-16
4580,Banca Privada Maestre S.Coop.,tandres@example.org,PYME,Premium,2023-06-04
4581,Desarrollo Castellana S.L.N.E,calzadaconsuelo@example.net,Gran Empresa,Premium,2021-06-18
4582,Instalaciones Calleja S.A.,palaciosflavia@example.com,Gran Empresa,Mensual,2023-07-01
4583,Ochoa & Asociados S.Com.,vidal34@example.com,PYME,Premium,2023-02-22
4584,Nico Piñeiro Gil S.A.,ema33@example.net,PYME,Mensual,2024-03-09
4585,Garzón y Atienza S.L.,manu88@example.com,Gran Empresa,Mensual,2023-04-27
4586,Juliá y asociados S.L.L.,suarezagueda@example.org,Gran Empresa,Premium,2023-04-20
4587,Supermercados OU S.Coop.,americamorell@example.net,Gran Empresa,Anual,2021-11-26
4588,Cabeza y Arnau S.A.,ymurcia@example.net,PYME,Mensual,2022-04-07
4589,Banca Privada WKBF S.L.L.,querotere@example.net,Startup,Anual,2025-04-09
4590,Grupo Artigas S.L.,otilia66@example.org,Gran Empresa,Premium,2024-12-16
4591,Sanchez & Asociados S.A.,munizluis@example.com,Startup,Anual,2023-03-28
4592,Finanzas Rodriguez & Asociados S.L.,dpaz@example.org,Gran Empresa,Anual,2021-12-31
4593,Duque y Fabregat S.Com.,balduinocanizares@example.net,Gran Empresa,Mensual,2024-01-09
4594,Construcción SAEL S.Com.,ialfonso@example.org,Startup,Anual,2022-06-29
4595,Grupo Pacheco S.L.L.,guiomarcanete@example.com,Startup,Premium,2023-04-20
4596,Restauración WI S.L.N.E,quintanasilvia@example.org,Gran Empresa,Anual,2022-10-13
4597,Hermanos Flor S.A.,jsevillano@example.com,PYME,Premium,2022-05-01
4598,Hnos Becerra S.A.,jaendolores@example.org,Gran Empresa,Premium,2024-08-28
4599,Familia Cabañas S.C.P,qverdugo@example.net,Gran Empresa,Anual,2023-08-09
4600,Hector Camacho Toro S.L.N.E,becerraalcides@example.net,Startup,Anual,2022-06-19
4601,Familia Pazos S.A.T.,salazarariel@example.com,Startup,Mensual,2022-12-11
4602,Garriga y asociados S.Coop.,qarellano@example.com,Gran Empresa,Premium,2022-04-21
4603,Salom y Bustamante S.L.,basilio23@example.com,Startup,Mensual,2023-05-21
4604,Fermín Soria Llorens S.A.,dariocorral@example.com,Startup,Anual,2022-06-23
4605,Norberto Molins Arranz S.Coop.,rbarragan@example.org,Startup,Premium,2024-02-20
4606,Pujol y Benavides S.Coop.,osunacasandra@example.org,Gran Empresa,Anual,2021-05-14
4607,Alimentación GH S.A.,manuela08@example.org,Gran Empresa,Premium,2021-10-24
4608,Transportes Uribe S.Com.,maristela71@example.org,Gran Empresa,Anual,2023-11-05
4609,Caridad Vazquez Vila S.L.,purificacion82@example.net,Startup,Anual,2021-04-18
4610,Supermercados Samper S.L.L.,charo78@example.com,PYME,Anual,2023-05-29
4611,Omar Salvador Solís S.A.,aitanacoll@example.com,Gran Empresa,Mensual,2021-08-11
4612,Infraestructuras Españolas S.L.,xborrego@example.com,PYME,Mensual,2021-01-10
4613,Fábrica Palomares & Asociados S.Com.,teofilofarre@example.com,PYME,Mensual,2023-10-17
4614,Industrias Feliu S.L.N.E,jodarbasilio@example.com,PYME,Anual,2021-06-04
4615,Julio Barranco Hernández S.L.,allopis@example.com,PYME,Premium,2023-08-15
4616,Soluciones GBL S.A.D,matilde27@example.org,PYME,Mensual,2025-04-05
4617,Hnos Cañizares S.L.N.E,patinocandida@example.net,Gran Empresa,Anual,2023-07-10
4618,Consultoría Córdoba & Asociados S.A.,adoracion94@example.com,Gran Empresa,Premium,2021-09-30
4619,Soluciones Valencia & Asociados S.A.,poncio59@example.com,Startup,Mensual,2023-10-13
4620,Soluciones UI S.Coop.,nnoriega@example.com,Startup,Premium,2021-02-17
4621,Consultoría Torrent & Asociados S.L.U.,palomatome@example.net,PYME,Anual,2024-02-25
4622,Grupo Garay S.L.,rufinobaro@example.net,PYME,Premium,2023-09-21
4623,Distribuciones MJHY S.L.L.,xpatino@example.org,Gran Empresa,Anual,2024-12-08
4624,Velázquez y asociados S.L.L.,drodrigo@example.net,PYME,Mensual,2021-06-30
4625,Coral Francisco Granados S.L.,aperera@example.org,Startup,Premium,2022-10-31
4626,Desarrollo Granados y asociados S.Com.,mariscalcamilo@example.com,Startup,Premium,2022-02-21
4627,Instalaciones Molins y asociados S.A.D,suredaileana@example.net,Startup,Premium,2023-01-28
4628,Transportes MKPM S.Com.,nayara70@example.org,Gran Empresa,Premium,2025-07-07
4629,Comercializadora TI S.Com.,visitacion49@example.com,Gran Empresa,Mensual,2023-10-06
4630,Alcolea y Vallés S.Coop.,nestor16@example.com,PYME,Mensual,2023-10-25
4631,Hermanos Egea S.L.,benitoiris@example.com,Startup,Mensual,2023-09-17
4632,Barranco y Vilar S.Coop.,mpastor@example.net,Gran Empresa,Mensual,2022-02-12
4633,Industrias Tena S.A.,calmaria-del-carmen@example.org,Gran Empresa,Mensual,2023-04-06
4634,Pancho Camino Mate S.A.,yhidalgo@example.org,PYME,Premium,2021-02-26
4635,Lucio Montserrat Múñiz S.Coop.,almudena23@example.net,Startup,Premium,2024-02-28
4636,Suministros del Mediterráneo S.L.N.E,gomilapia@example.net,Startup,Anual,2025-02-07
4637,Beltrán y Villanueva S.A.,xsomoza@example.com,Startup,Premium,2022-05-01
4638,Talleres Globales S.A.,pepenogueira@example.org,Gran Empresa,Mensual,2023-08-13
4639,Vilma Alsina Expósito S.L.N.E,njulia@example.org,Startup,Premium,2021-12-29
4640,Distribuciones Morera & Asociados S.L.,oisern@example.org,Startup,Anual,2024-03-09
4641,Talleres Valera S.Coop.,upino@example.com,Startup,Mensual,2021-12-31
4642,Nazaret Quintero Llanos S.A.,bernardinoverdu@example.com,Startup,Premium,2024-10-24
4643,Familia Melero S.L.,ceciliaperalta@example.org,PYME,Anual,2022-05-30
4644,Logística Berenguer S.Coop.,antunezencarnita@example.com,Startup,Mensual,2024-06-04
4645,Logística GI S.Com.,erasmovalle@example.net,PYME,Anual,2025-03-01
4646,Restauración Castellana S.A.,barrancoeustaquio@example.com,Gran Empresa,Mensual,2023-10-04
4647,Micaela Boix García S.L.,arizaestela@example.net,PYME,Mensual,2021-05-28
4648,Hermanos Ródenas S.Com.,quevedopetrona@example.net,Gran Empresa,Premium,2024-07-26
4649,Construcción Iberia S.Com.,blascoapolinar@example.com,Gran Empresa,Anual,2021-07-09
4650,Farmaceútica del Norte S.L.N.E,ocortina@example.com,Startup,Premium,2021-02-12
4651,Infraestructuras Lucena S.C.P,zcaparros@example.com,Startup,Mensual,2023-05-31
4652,Hnos Llamas S.Coop.,sierrajosefa@example.org,Startup,Anual,2021-11-22
4653,Hnos Rocha S.L.,teobaldo87@example.com,Startup,Anual,2021-05-18
4654,Suministros EZU S.C.P,avicens@example.org,Gran Empresa,Mensual,2021-12-28
4655,Mendez & Asociados S.L.N.E,agapitocoello@example.com,Gran Empresa,Premium,2022-12-26
4656,Moreno Asensio Lara S.Com.,mferran@example.net,Gran Empresa,Mensual,2022-08-07
4657,Hermanos Cabello S.L.,diegocanas@example.org,PYME,Premium,2024-05-17
4658,Familia Carmona S.Com.,qpedrero@example.org,PYME,Mensual,2023-04-02
4659,Servicios Alvarado S.L.N.E,jose-antoniojimenez@example.net,PYME,Premium,2023-10-17
4660,Cervera y Aguirre S.Com.,maristela66@example.com,PYME,Anual,2022-08-12
4661,Desarrollo OBPF S.Com.,maria-jesuspaez@example.net,Gran Empresa,Premium,2023-07-24
4662,Distribuciones Puig & Asociados S.L.,hsolis@example.org,Gran Empresa,Mensual,2021-05-22
4663,Instalaciones XH S.L.N.E,alvaradoruy@example.com,Startup,Premium,2022-01-02
4664,Lerma y Font S.L.N.E,eguijarro@example.com,Gran Empresa,Anual,2022-10-19
4665,Octavio Abellán Carbonell S.Com.,edgardo18@example.org,Startup,Premium,2022-02-18
4666,Soto y Cervantes S.L.N.E,amarilis80@example.net,PYME,Anual,2022-07-20
4667,Banco Español S.L.,vadadia@example.com,Gran Empresa,Mensual,2024-02-27
4668,Restauración Pedrero S.Com.,rozasmargarita@example.net,Startup,Premium,2021-12-07
4669,Hermanos Roura S.Coop.,aroa14@example.org,Gran Empresa,Premium,2024-04-12
4670,Transportes DRAN S.A.,blancaraimundo@example.org,PYME,Anual,2023-05-19
4671,Promociones Abella y asociados S.L.N.E,bbernat@example.org,PYME,Mensual,2025-04-20
4672,Banco WZCH S.Coop.,casalsevita@example.com,PYME,Premium,2023-08-14
4673,Minería Ocaña y asociados S.A.,delia09@example.com,Startup,Premium,2022-12-25
4674,Rosendo Morales Marti S.A.,gabino02@example.com,PYME,Premium,2021-08-16
4675,Hermanos Rocha S.A.,omosquera@example.org,PYME,Mensual,2024-12-24
4676,Manufacturas Aguilar y asociados S.L.,mosqueramarisa@example.org,PYME,Mensual,2021-02-12
4677,Tecnologías UCV S.L.N.E,rosalinda09@example.org,Startup,Premium,2021-12-10
4678,Nayara Bayón Romero S.A.,talaveraana@example.com,PYME,Premium,2022-12-16
4679,Baeza y Bernal S.Coop.,ines37@example.com,PYME,Mensual,2024-12-28
4680,Banco Integrales S.A.,jaime25@example.org,PYME,Mensual,2023-05-15
4681,Instalaciones del Mediterráneo S.L.N.E,vclavero@example.com,Startup,Premium,2021-11-22
4682,Gimenez y Tirado S.L.,visitacion54@example.net,Gran Empresa,Anual,2021-11-24
4683,Desarrollo Agustín S.Com.,jose-mari79@example.org,Startup,Mensual,2024-12-22
4684,Téllez & Asociados S.L.,fuentesramona@example.org,Startup,Mensual,2023-05-22
4685,Gema Molins Viña S.Coop.,camilapaz@example.net,Gran Empresa,Premium,2021-01-06
4686,Hnos Jara S.L.,marianeladonoso@example.com,Gran Empresa,Premium,2025-03-19
4687,Promociones Castellana S.L.,hcastell@example.org,Startup,Mensual,2022-12-30
4688,Inmobiliaria del Sur S.Coop.,bsolano@example.net,Gran Empresa,Mensual,2025-02-13
4689,Comercializadora Morales & Asociados S.L.L.,ruthfarre@example.com,Startup,Anual,2023-10-20
4690,Infraestructuras Carbó & Asociados S.L.,duilio33@example.net,Startup,Mensual,2023-12-19
4691,Consultoría OLS S.Coop.,garciaencarnacion@example.net,Startup,Premium,2021-10-09
4692,Hnos Grau S.A.,rabella@example.org,Gran Empresa,Mensual,2022-12-11
4693,Alimentación Nadal S.Coop.,gomiseric@example.net,PYME,Mensual,2025-07-08
4694,Alimentación Ibéricos S.A.,pgisbert@example.org,Startup,Mensual,2021-08-01
4695,Finanzas Blasco S.Coop.,casandra62@example.net,Gran Empresa,Anual,2024-02-05
4696,Supermercados MJ S.Com.,antunezamado@example.org,Startup,Premium,2025-05-09
4697,Aguilera y Gisbert S.L.,agustincuellar@example.com,Startup,Anual,2022-03-29
4698,Ana Sofía Bárcena Manrique S.L.,pastorreig@example.com,Gran Empresa,Anual,2022-06-17
